I1,I2,T1,T2,Y
0.3773498,0.8579718,0.07212720852923739,0.655005,1.0
0.85538006,0.52627724,0.5027994865703653,0.312617,1.0
0.15091017,0.44626,0.42823131288065747,0.312617,0.0
0.2739489,0.0348047,0.4667662106656018,0.655005,0.0
0.18219002,0.6487323,0.26486032533542936,0.312617,1.0
0.35655963,0.054860905,0.19051834053587222,0.312617,0.0
0.66345066,0.5310738,0.2627691488904686,0.655005,0.0
0.4511806,0.24279258,0.29872328437893353,0.655005,0.0
0.79726976,0.5317545,0.6819277821186248,0.655005,0.0
0.42765236,0.9815252,0.1770443380299314,0.655005,1.0
0.94962305,0.52468324,0.31173080525567815,0.312617,1.0
0.78421646,0.52945304,0.6352548763519846,0.312617,1.0
0.10048858,0.640224,0.4335104759457002,0.655005,0.0
0.26395497,0.95627296,0.39595531465308603,0.312617,1.0
0.29282492,0.97851366,0.19652787656158402,0.312617,1.0
0.06624386,0.10268214,0.3784930986524024,0.312617,0.0
0.1725228,0.7351403,0.21055108727447108,0.312617,1.0
0.87377435,0.5234892,0.061992863777018334,0.655005,0.0
0.6999626,0.5223824,0.3599856424372938,0.312617,1.0
0.6690195,0.45999992,0.4502703344343786,0.655005,0.0
0.32394186,0.9174487,0.3194547955370121,0.655005,1.0
0.8295821,0.5254126,0.03531469277117467,0.655005,0.0
0.24700035,0.9871328,0.0273359024023283,0.312617,1.0
0.83296365,0.5269024,0.39327198459217444,0.312617,1.0
0.25341526,0.32646573,0.4917141706687929,0.312617,0.0
0.2564022,0.61815923,0.5492187259117561,0.312617,0.0
0.27299127,0.011881968,0.5435995364141952,0.312617,0.0
0.27099147,0.47396532,0.2876747826526221,0.312617,1.0
0.24680614,0.7654062,0.2536607890544532,0.655005,1.0
0.40300173,0.98962015,0.518966045285186,0.312617,1.0
0.49479005,0.71352315,0.3495500638743428,0.312617,1.0
0.5527364,0.056384906,0.5457593003350116,0.655005,0.0
0.56381905,0.11674112,0.3650566661318611,0.655005,0.0
0.4690614,0.5378404,0.5398642160158861,0.312617,1.0
0.30689958,0.032923188,0.16661035734772403,0.655005,0.0
0.9170977,0.5292593,0.2968459913701222,0.655005,0.0
0.3650745,0.19238012,0.361999239865455,0.655005,0.0
0.95712477,0.52768725,0.4321548608347758,0.312617,1.0
0.25150326,0.10504984,0.05724025532630451,0.312617,0.0
0.22633536,0.936846,0.7069066554802308,0.312617,0.0
0.6320483,0.8725927,0.5768681358339455,0.312617,1.0
0.18077815,0.8945241,0.5214180840545937,0.655005,0.0
0.57479423,0.72229797,0.3499925443024882,0.312617,1.0
0.4158702,0.9392686,0.28503267001535054,0.655005,1.0
0.42462936,0.4934235,0.170669005636213,0.655005,0.0
0.2335234,0.79560566,0.2014745931743427,0.655005,1.0
0.52010304,0.018407285,0.2582222413372923,0.312617,0.0
0.65704554,0.038045596,0.2785911471129555,0.312617,0.0
0.30057892,0.13808423,0.3158871248144817,0.312617,0.0
0.16468297,0.5817834,0.438513959362805,0.655005,0.0
0.6311038,0.22794813,0.6913393794374377,0.655005,0.0
0.47062743,0.499103,0.5152364876572674,0.655005,0.0
0.14694022,0.14906688,0.587230231347563,0.312617,0.0
0.3346634,0.77196854,0.12816677548503938,0.312617,1.0
0.7449872,0.5106662,0.2700142369594848,0.655005,0.0
0.6682101,0.9871387,0.24898561160440646,0.655005,1.0
0.13910806,0.7755243,0.2787020485764111,0.312617,1.0
0.40479973,0.23456475,0.22942633623551842,0.655005,0.0
0.4076367,0.89870876,0.33401412006641884,0.655005,1.0
0.4083386,0.46088478,0.2372932636079451,0.312617,1.0
0.25241596,0.868583,0.543619248317518,0.655005,0.0
0.07543708,0.7953623,0.7387167842545886,0.312617,1.0
0.26312664,0.4796979,0.16173747945153916,0.655005,1.0
0.75510216,0.5251463,0.5952251153326285,0.312617,1.0
0.49386913,0.68138164,0.3007458057524485,0.655005,0.0
0.7676431,0.15863173,0.3182185489108302,0.655005,0.0
0.3343611,0.35067907,0.3559900813605815,0.312617,0.0
0.20581864,0.31064275,0.2475013464033612,0.312617,0.0
0.16874403,0.48856714,0.3901234713680659,0.312617,0.0
0.7552078,0.52127284,0.054312084969934844,0.312617,1.0
0.80763817,0.49899185,0.3358494048605453,0.312617,1.0
0.774522,0.52406734,0.35352175039350753,0.312617,1.0
0.51892346,0.09553982,0.7393447298788796,0.312617,0.0
0.18307889,0.93368024,0.00036672580909997575,0.655005,1.0
0.52008164,0.87797487,0.46491070672084633,0.312617,1.0
0.30079255,0.37328798,0.2992852994790853,0.312617,1.0
0.25386906,0.20938855,0.24900932186132171,0.312617,0.0
0.36419284,0.7409174,0.11852479177616722,0.312617,1.0
0.9288963,0.526975,0.3674806775993233,0.655005,0.0
0.20800851,0.81006855,0.10438722755097184,0.655005,1.0
0.3777416,0.4227701,0.2313852659817759,0.312617,0.0
0.19883788,0.016336603,0.5683994710348953,0.655005,0.0
0.39719155,0.097796865,0.19413529761940537,0.312617,0.0
0.4322319,0.90744895,0.18192381735290783,0.655005,1.0
0.46277595,0.32717615,0.4184745317770846,0.655005,0.0
0.34578368,0.8625329,0.329002739145218,0.655005,1.0
0.33947495,0.8781501,0.5944576658580275,0.655005,0.0
0.112111986,0.26303202,0.5053384988609112,0.655005,0.0
0.4724579,0.91357875,0.34683923132879274,0.312617,1.0
0.8592441,0.5245771,0.33383725869050246,0.655005,0.0
0.2657346,0.9219079,0.055267739304996594,0.312617,1.0
0.3028056,0.83720124,0.4389346423985418,0.312617,0.0
0.60869473,0.36556336,0.5583062491149742,0.312617,0.0
0.3243669,0.8242631,0.122218499398665,0.312617,1.0
0.53705204,0.5021559,0.016561956938885798,0.312617,1.0
0.53402823,0.52078015,0.48099791457596414,0.655005,0.0
0.19328433,0.1476799,0.3457997218311551,0.655005,0.0
0.28767547,0.82035637,0.3901939819911941,0.312617,0.0
0.3792745,0.5203803,0.5609071346012093,0.655005,0.0
0.45230734,0.44491735,0.32863630291527207,0.312617,0.0
0.6812846,0.33136356,0.6017435607289879,0.655005,0.0
0.26358876,0.82863283,0.22824899015648592,0.655005,1.0
0.16259976,0.59013593,0.403692365054066,0.655005,0.0
0.15341921,0.63257885,0.3518953666114958,0.655005,1.0
