I1,I2,T1,T2,Y
0.99943954,0.9999639,0.029111175757570842,0.16073780708700003,0.0
0.00017059424,0.9999956,0.03636676691529424,0.109172407422,0.0
0.99994016,0.9979861,0.05730829949865962,0.650724,1.0
0.00022243882,0.07781177,0.937054,0.650724,1.0
0.9999529,0.99344856,0.937054,0.0015397638969700002,1.0
0.00015245416,1.0,0.045194630736266554,0.650724,0.0
0.00022198839,1.0,0.05369992983956947,0.13910427207820003,0.0
0.9999815,0.9980034,0.937054,0.650724,1.0
0.00014255726,0.07980389,0.937054,0.650724,1.0
0.9999652,0.9999523,0.050071503326944176,0.650724,0.0
0.99997103,0.999974,0.937054,0.1789015674095,1.0
0.99993384,0.9640608,0.937054,0.650724,1.0
0.00014673585,0.90433425,0.937054,0.650724,0.0
0.00018535912,0.1770132,0.09809723801207355,0.1601756758732,0.0
0.9999435,0.9999676,0.937054,0.650724,1.0
0.0001361682,0.07966515,0.035992112333280875,0.018513312078040002,0.0
0.99996626,0.99790525,0.031162996520918588,0.107354508703,0.0
0.0001715856,0.98090416,1.0,0.12459149476800002,0.0
0.00096380495,0.087287135,0.05832153722293692,0.0369280373293,0.0
0.0013530478,0.99999976,0.03000035906434974,0.650724,0.0
0.00011045213,1.0,0.937054,0.650724,0.0
0.00017192363,0.99998915,0.02939188241331574,0.650724,0.0
0.00019795288,0.07912208,0.06007902949266486,0.0880004615672,0.0
0.000652121,1.0,0.937054,0.650724,0.0
0.00010894781,0.08070026,0.937054,0.23984370649200001,0.0
0.0008790771,0.2982833,0.937054,0.0772229707782,0.0
0.9997156,0.9901804,0.937054,0.650724,1.0
0.99995077,0.866325,0.0414333202650694,0.650724,0.0
0.9978758,0.9080408,0.937054,0.650724,1.0
0.00014251948,0.7732368,0.04263728649629268,0.650724,0.0
0.00024220465,0.07974001,0.031705333008093826,0.14657288369360003,0.0
0.00025792894,1.0,0.029783840241160663,0.650724,0.0
0.0022001131,0.1982768,0.06215605360796796,0.650724,1.0
0.99987924,0.33762252,0.07034182822635744,0.010271013173720001,0.0
0.00011994738,0.9988907,0.0539222803952949,0.071037208125,0.0
0.00014366095,1.0,0.937054,0.07094674160600001,0.0
0.00019436932,0.08128184,0.937054,0.07992347723620001,0.0
0.9999442,0.99995387,0.03296491280094871,0.1250198291316,0.0
0.00017146817,0.93874305,0.937054,0.650724,0.0
0.00064531766,0.99947983,0.937054,0.027224081648140004,0.0
0.99996376,0.99913824,0.937054,0.650724,1.0
0.9999882,0.9885479,0.03138688910911006,0.164156161416,0.0
0.00024231717,0.07839484,0.04413665883479774,0.650724,1.0
0.9999739,0.6331031,0.937054,0.025765029784,1.0
0.99994683,0.97386485,0.034452447167217244,0.17542125607500003,0.0
0.9999497,0.99999,0.937054,0.650724,1.0
0.00023200297,0.12890671,0.937054,0.240091809802,0.0
0.9999567,0.9540238,0.03503123115051466,0.650724,1.0
0.00019455141,0.0807945,0.937054,0.650724,1.0
0.00023417424,0.11824395,0.937054,0.2200379255126,0.0
0.9999796,0.9999714,0.04594591482035268,0.2930758855284,0.0
0.00011716208,0.07971958,0.937054,0.0220795050099,0.0
0.99992836,0.9334683,0.03758532752554428,0.05655116816180001,0.0
0.0026078543,0.99999976,0.03689388832221931,0.650724,0.0
0.00024273498,1.0,0.030759878217653257,0.650724,0.0
0.00031329488,0.9994802,0.0326135493657871,0.1665973259314,0.0
0.9999553,0.7377305,0.030171180089647007,0.650724,1.0
0.9999151,0.8976563,0.035858795366681614,0.650724,1.0
0.00026813443,0.20847042,0.937054,0.07583631759340001,0.0
0.0028582865,0.97836965,0.937054,0.650724,0.0
0.0004302313,0.21363771,0.937054,0.08548155572060001,0.0
0.9999833,0.99970776,0.03640343445651922,0.1724796489455,0.0
0.99997425,0.77967185,0.08904920466892498,0.027094670824,0.0
0.9999881,0.99961936,0.937054,0.650724,1.0
0.9998884,1.0,0.937054,0.650724,1.0
0.00014297955,0.9999938,0.937054,0.041381684445400004,0.0
0.0055015595,0.99962056,0.937054,0.024662905673250003,1.0
0.9999709,0.9999963,0.937054,0.650724,1.0
0.97441804,0.99995816,0.03208048387532692,0.14796439915270002,0.0
0.00023312807,0.08083322,0.937054,0.0486937948328,0.0
0.00012953309,0.99992836,0.937054,0.650724,0.0
0.99997413,0.9969313,0.937054,0.023393602601200002,1.0
0.00017766973,0.58969283,0.937054,0.0567670662169,0.0
0.00013043926,0.07928316,0.937054,0.650724,1.0
0.00010988548,0.07995005,0.05076477643793328,0.14460656689050003,0.0
0.0001576598,0.10617551,0.937054,0.11758074215420002,0.0
0.99997616,0.99977285,0.937054,0.650724,1.0
0.99995184,0.88187647,0.937054,0.05799057340960001,1.0
0.00016136536,0.07986949,0.030668496348980903,0.650724,1.0
0.9999553,0.99675226,0.07595950941659924,0.650724,0.0
0.9999857,0.95767736,0.937054,0.650724,1.0
0.99996257,0.9999752,0.03502759589238791,0.09238788471380001,0.0
0.9999379,0.8993673,0.937054,0.0675047778899,1.0
0.00017514451,0.52392,0.937054,0.650724,0.0
0.00031954888,0.9902014,0.04119079763882446,0.650724,0.0
