I1,I2,T1,T2,Y
0.99943954,0.9999639,2.5606982e-06,0.030703831,0.0
0.00017059424,0.9999956,0.06178465,0.0038203294,0.0
0.99994016,0.9979861,0.0071188905,0.7807537,1.0
0.00022243882,0.07781177,0.9976446,0.68270254,1.0
0.9999529,0.99344856,0.71217966,0.010937126,1.0
0.00015245416,1.0,0.0003378718,0.7989336,0.0
0.00022198839,1.0,0.0004413167,0.3089336,0.0
0.9999815,0.9980034,0.99934787,0.3365497,1.0
0.00014255726,0.07980389,0.9998449,0.7061181,1.0
0.9999652,0.9999523,0.046380665,0.69123155,0.0
0.99997103,0.999974,0.990776,0.11308976,1.0
0.99993384,0.9640608,0.9908558,0.87612885,1.0
0.00014673585,0.90433425,0.99862087,0.44053647,0.0
0.00018535912,0.1770132,0.0344121,0.023090769,0.0
0.9999435,0.9999676,0.98595726,0.21505372,1.0
0.0001361682,0.07966515,5.986383e-05,0.0105018085,0.0
0.99996626,0.99790525,0.0117433835,0.118414804,0.0
0.0001715856,0.98090416,0.4715575,0.041180972,0.0
0.00096380495,0.087287135,0.0020017647,0.03628317,0.0
0.0013530478,0.99999976,0.0022362703,0.73810816,0.0
0.00011045213,1.0,0.9992017,0.72563,0.0
0.00017192363,0.99998915,0.00030021166,0.53118503,0.0
0.00019795288,0.07912208,0.008501723,0.07471761,0.0
0.000652121,1.0,0.97356534,0.63724285,0.0
0.00010894781,0.08070026,0.9999924,0.13228948,0.0
0.0008790771,0.2982833,0.9998766,0.005545072,0.0
0.9997156,0.9901804,0.9936213,0.8844149,1.0
0.99995077,0.866325,0.0014733135,0.47951233,0.0
0.9978758,0.9080408,0.99999964,0.6236831,1.0
0.00014251948,0.7732368,0.00011262853,0.6900871,0.0
0.00024220465,0.07974001,0.00032601343,0.023520708,0.0
0.00025792894,1.0,1.2024784e-06,0.8682282,0.0
0.0022001131,0.1982768,0.0009760537,0.7067015,1.0
0.99987924,0.33762252,0.008137634,0.00077333476,0.0
0.00011994738,0.9988907,0.00035803654,0.03952216,0.0
0.00014366095,1.0,0.9776977,0.0027252082,0.0
0.00019436932,0.08128184,0.9999994,0.030671421,0.0
0.9999442,0.99995387,0.00025875753,0.030647522,0.0
0.00017146817,0.93874305,0.9934344,0.34384286,0.0
0.00064531766,0.99947983,0.9991486,0.097450286,0.0
0.99996376,0.99913824,0.9998006,0.19516434,1.0
0.9999882,0.9885479,9.095986e-05,0.028320163,0.0
0.00024231717,0.07839484,0.069455884,0.6079789,1.0
0.9999739,0.6331031,0.99997246,0.0058231447,1.0
0.99994683,0.97386485,0.00075019925,0.0738497,0.0
0.9999497,0.99999,0.95661557,0.8765674,1.0
0.00023200297,0.12890671,0.9836467,0.22585802,0.0
0.9999567,0.9540238,6.705266e-05,0.79906213,1.0
0.00019455141,0.0807945,0.99999857,0.75578696,1.0
0.00023417424,0.11824395,0.99999464,0.1594198,0.0
0.9999796,0.9999714,0.16573402,0.28232697,0.0
0.00011716208,0.07971958,0.9128709,0.0089619355,0.0
0.99992836,0.9334683,4.2599163e-06,0.18093143,0.0
0.0026078543,0.99999976,0.048693333,0.58353424,0.0
0.00024273498,1.0,1.8114223e-06,0.63925886,0.0
0.00031329488,0.9994802,0.0020816918,0.2204794,0.0
0.9999553,0.7377305,2.7576345e-05,0.74454415,1.0
0.9999151,0.8976563,0.085411765,0.7459878,1.0
0.00026813443,0.20847042,0.9999869,0.01599485,0.0
0.0028582865,0.97836965,0.99999964,0.7404894,0.0
0.0004302313,0.21363771,0.64036113,0.14143561,0.0
0.9999833,0.99970776,0.0026102122,0.5355898,0.0
0.99997425,0.77967185,0.50247204,0.056817263,0.0
0.9999881,0.99961936,0.9994406,0.81794447,1.0
0.9998884,1.0,0.9055608,0.61895216,1.0
0.00014297955,0.9999938,0.99100554,0.37986073,0.0
0.0055015595,0.99962056,0.9995678,0.005931297,1.0
0.9999709,0.9999963,0.9561692,0.7982831,1.0
0.97441804,0.99995816,0.74864167,0.042050987,0.0
0.00023312807,0.08083322,0.6572488,0.0021935042,0.0
0.00012953309,0.99992836,0.97948635,0.626327,0.0
0.99997413,0.9969313,0.9998964,0.0015323713,1.0
0.00017766973,0.58969283,0.9997718,0.0014362864,0.0
0.00013043926,0.07928316,0.9999974,0.6761692,1.0
0.00010988548,0.07995005,0.0006409211,0.098825045,0.0
0.0001576598,0.10617551,0.9260439,0.030806601,0.0
0.99997616,0.99977285,0.99299836,0.143502,1.0
0.99995184,0.88187647,0.99710447,0.21206142,1.0
0.00016136536,0.07986949,7.539838e-06,0.9537253,1.0
0.9999553,0.99675226,0.059210952,0.7270657,0.0
0.9999857,0.95767736,0.98157585,0.63044906,1.0
0.99996257,0.9999752,0.0033163843,0.010834498,0.0
0.9999379,0.8993673,0.9063587,0.011386303,1.0
0.00017514451,0.52392,0.999882,0.6162822,0.0
0.00031954888,0.9902014,7.467584e-05,0.79073906,0.0
0.00029229824,0.08049068,0.99999976,0.58701336,1.0
0.99992275,0.99245065,0.9999132,0.08976567,1.0
0.0004416933,0.9999999,4.5302462e-05,0.001002353,0.0
0.00029521144,0.078686945,9.7064585e-05,0.73214185,1.0
0.00014223628,0.11006696,0.99993837,0.122575924,0.0
0.00019558311,0.21628325,0.99997497,0.03878941,0.0
0.00088732125,0.99999833,3.4255943e-05,0.82769084,0.0
0.99981004,0.9980313,0.0017992449,0.03655991,0.0
0.999972,0.9549112,0.9999937,0.16682218,1.0
0.0013713196,0.6597364,0.9857184,0.69602776,0.0
0.00017807932,0.079372115,0.93880266,0.0023119661,0.0
0.99998474,1.0,0.9987091,0.6751303,1.0
0.00015876969,0.99973553,0.9998528,0.19869311,0.0
0.99992895,0.9993594,5.1610114e-05,0.6569617,0.0
0.00019725424,0.13649349,0.0034334476,0.72078866,1.0
0.999964,0.9999604,0.037718255,0.54775125,0.0
0.00023090639,0.28444225,0.009425118,0.8736286,0.0
0.99994457,0.94065404,0.07325216,0.02020729,0.0
0.00014900549,0.10590077,0.009094671,0.77990294,1.0
0.00014852048,0.9999999,0.9959124,0.090279765,0.0
0.0001348492,0.07868995,0.9986224,0.0135023855,0.0
0.99997175,0.70775163,0.9141842,0.025416682,1.0
0.00029522355,0.9964091,0.99501294,0.17049536,0.0
0.99996996,1.0,0.9991829,0.68690985,1.0
0.9999691,0.99998903,0.10131416,0.15621562,0.0
0.0102742985,0.99760216,0.0016476733,0.63051313,0.0
0.00023461405,0.9978867,0.9728697,0.04436859,0.0
0.9999615,1.0,0.028113471,0.5662657,0.0
0.00014261232,0.084666215,0.9894883,0.0019847995,0.0
0.9999558,0.91764873,0.003935512,0.2014219,0.0
0.00012480166,0.0799862,0.98090965,0.03375171,0.0
0.99987257,0.9982095,0.0033830176,0.550395,0.0
0.99992347,1.0,0.9988016,0.116079,1.0
0.99997365,0.665877,0.9906475,0.012704435,1.0
0.004745855,0.9999993,0.044894,0.42587206,0.0
0.9999608,0.9718901,0.92997915,0.72916025,1.0
0.99990845,0.88714755,0.057838976,0.5657522,1.0
0.9999025,0.8772445,0.99860615,0.18845445,1.0
0.99996877,0.999742,0.9851039,0.022336373,1.0
0.99988604,0.07678741,0.9984675,0.81704026,1.0
0.0003156592,0.120667614,0.000104894185,0.5368568,1.0
0.9999304,0.9984951,0.53870934,0.0018304521,1.0
0.9999839,0.98443377,0.00055521686,0.55212325,0.0
0.0056264834,0.3103668,0.99995434,0.0005444299,0.0
0.00017761909,1.0,0.00022334371,0.535658,0.0
9.574102e-05,0.10767872,0.6306919,0.017304279,0.0
0.00014904242,0.07748658,8.775052e-06,0.7674997,1.0
0.9996669,0.96195716,9.7049495e-05,0.1252784,0.0
0.0009307018,1.0,0.96056473,0.7094822,0.0
0.9999765,0.9998153,0.0020698367,0.08898684,0.0
0.00016732838,0.96787083,0.9050875,0.011458081,0.0
0.00024609696,0.8943596,0.9282472,0.6181313,0.0
0.00012887335,0.9999999,0.99999964,0.62353516,0.0
0.99929214,0.7763431,0.99999833,0.28236184,1.0
0.99994516,0.99938476,0.00011436456,0.5934651,0.0
0.99997365,0.9998393,0.5744465,0.70371526,0.0
0.9999676,0.429264,0.9849251,0.596573,1.0
0.00012235355,0.11689998,0.9999999,0.010282165,0.0
0.99996066,0.85800046,0.18546411,0.6279395,1.0
0.9999758,0.99974054,0.9839168,0.24504443,1.0
0.00017731314,0.16064335,0.9981019,0.069859184,0.0
0.00023892387,0.0799895,1.3946749e-05,0.9529331,1.0
0.9999553,0.9983399,0.9991636,0.88727236,1.0
0.0001911763,0.0803719,0.04529778,0.0010089744,0.0
0.9999753,0.92538637,0.6951388,0.4760639,1.0
0.00013098794,0.9968221,0.59917414,0.16116564,0.0
0.0002946148,0.07930725,9.217108e-05,0.021228127,0.0
0.00022718303,0.1302267,1.4554745e-05,0.7682818,1.0
0.00020202558,0.07970803,4.712149e-06,0.109213196,0.0
0.00021418162,0.9349855,0.99916923,0.4368054,0.0
7.915351e-05,0.63555276,0.55055535,0.15218274,0.0
0.00027451772,0.9999716,0.9261614,0.00045485736,0.0
0.9999862,0.99984145,0.5011071,0.6803095,0.0
0.94932544,0.99999964,0.9509107,0.0027384013,1.0
0.99994636,0.15816304,0.04480369,0.013353107,0.0
0.0001105886,0.9955504,0.0125242695,0.0006106258,0.0
0.00014193902,0.08139397,0.9605092,0.8490221,1.0
0.99991953,0.9869731,0.00018687769,0.2670632,0.0
0.9999311,0.30765682,1.1644774e-05,0.8517911,1.0
0.9999672,0.99731475,0.9786128,0.0024020735,1.0
0.00012847973,0.094676316,1.1767652e-05,0.51552314,1.0
0.00019445922,0.08052263,0.16129595,0.0668788,0.0
0.00014878769,0.99998975,0.999992,0.6198983,0.0
0.99885774,1.0,0.99556303,0.048590735,1.0
0.00019060369,0.97079694,0.9993222,0.22986127,0.0
0.9999664,0.57214135,0.00041130837,0.94687724,1.0
0.00011561632,0.9999709,0.0323967,0.5710746,0.0
0.99997497,0.99489105,0.9991553,0.050970454,1.0
0.00026983445,0.07907587,0.966401,0.65199393,1.0
0.99999404,0.9743343,0.43073234,0.044856023,0.0
0.99900824,0.9913967,0.97175705,0.33508626,1.0
0.99997556,0.9999664,1.8988456e-05,0.25702062,0.0
0.999974,0.9997011,0.002181541,0.702053,0.0
0.00036501835,0.44060665,0.02189074,0.93866426,1.0
0.0001106251,1.0,0.983823,0.34415683,0.0
9.440967e-05,0.10133049,0.00060525717,0.00129274,0.0
0.9999391,0.9271615,0.97146153,0.7255311,1.0
0.99993634,0.99027586,0.9999386,0.11705978,1.0
0.99992836,0.8705859,0.14902747,0.07519837,0.0
0.0002545609,0.993216,0.12144201,0.3892611,0.0
0.00030674247,0.14246675,0.99990773,0.8200816,1.0
0.9999548,0.97894144,0.12591977,0.02100318,0.0
0.99999416,1.0,0.99898165,0.2925988,1.0
0.0001561337,0.9979899,0.9995153,0.28925195,0.0
0.99996865,0.9997937,0.9999629,0.0027050504,1.0
0.9999461,1.0,0.6459168,0.00556115,1.0
0.00028657579,0.07950486,0.00046838768,0.6779705,1.0
0.99997187,1.0,0.96089834,0.0035722244,1.0
0.9999372,0.9473599,0.41076168,0.36121953,1.0
0.99997485,0.9805393,0.9998211,0.6183785,1.0
0.00011618848,0.9999993,0.9999193,0.60526955,0.0
0.999969,0.989712,2.8553726e-05,0.018524002,0.0
0.99904746,1.0,0.008732893,0.017296625,0.0
0.0001484092,1.0,0.75213265,0.89162993,0.0
0.9998491,0.34708494,0.3835798,0.0060390956,1.0
0.9999417,0.9982028,0.0006300267,0.0012357698,0.0
0.9999747,0.99897313,0.0018947474,0.0525345,0.0
0.0006757888,0.99998903,0.9641805,0.6810053,0.0
0.00018690333,0.080116324,0.00010153761,0.00085384306,0.0
0.00021028792,0.9989447,0.0028955399,0.0051177237,0.0
0.9999125,0.3519789,0.9874392,0.5942862,1.0
0.9999964,0.99998116,0.99997926,0.039445654,1.0
0.0001883792,0.184443,0.9998816,0.69948334,1.0
0.9999062,0.9999751,0.9894413,0.41651806,1.0
0.99995553,0.9998753,0.9585972,0.005557441,1.0
0.9999472,0.69629484,0.0024004949,0.7467864,1.0
0.00019354063,1.0,0.008031546,0.16097787,0.0
0.0003108623,0.07797488,0.93846023,0.02626659,0.0
0.00013344508,0.99078935,0.9999801,0.19909002,0.0
0.9999808,0.9977108,0.9611466,0.12681445,1.0
0.00013126766,0.71123207,0.9999994,0.09834272,0.0
0.9999826,0.9999614,1.6384158e-05,0.07303802,0.0
0.96424204,0.60895973,0.90119606,0.116637394,1.0
0.00012216259,1.0,0.9942478,0.7285416,0.0
4.3555607e-05,0.22319436,0.035678953,0.0019694834,0.0
