I1,I2,T1,T2,Y
0.88198704,0.25370115,0.88056,0.85664,1.0
0.45837113,0.7015206,0.04677111754768579,0.240237,1.0
0.4640482,8.176914e-06,0.039007962401238674,0.240237,0.0
0.4587383,0.00016658271,0.0341372180602653,0.85664,0.0
0.9852716,0.0027334043,0.88056,0.240237,1.0
0.45024237,0.031700235,0.88056,0.240237,0.0
0.45511872,0.6043193,0.88056,0.85664,0.0
0.4396156,0.3865338,0.88056,0.85664,0.0
0.43856564,0.49544972,0.07868146332814975,0.85664,0.0
0.8476125,0.36985585,0.88056,0.85664,1.0
0.45870027,0.7104976,0.88056,0.240237,1.0
0.4581439,0.70337266,0.038330558648100435,0.240237,1.0
0.99496055,0.0006402526,0.03208041051402245,0.85664,0.0
0.96362346,0.20658757,0.2579560617615464,0.240237,1.0
0.9752622,0.21222548,0.88056,0.240237,1.0
0.4621147,7.230473e-05,0.033848982338063265,0.240237,0.0
0.89274234,0.15805116,0.88056,0.240237,1.0
0.45851004,0.6929168,0.88056,0.85664,0.0
0.44627786,0.41284925,0.88056,0.240237,1.0
0.45906538,0.00024060204,0.061006508990937486,0.85664,0.0
0.9621955,0.23842292,0.88056,0.85664,1.0
0.45834494,0.62766546,0.88056,0.85664,0.0
0.9948133,0.076237425,0.88056,0.240237,1.0
0.45854524,0.599895,0.046198674366783765,0.240237,1.0
0.39632872,0.00019309623,0.040523327363172275,0.240237,0.0
0.974621,0.008519217,0.04857505158080152,0.240237,0.0
0.4394837,9.0588195e-08,0.03528715353964291,0.240237,0.0
0.8098786,0.050462533,0.88056,0.240237,1.0
0.6439034,0.017686673,0.88056,0.85664,1.0
0.9254862,0.27506775,0.08643004089408336,0.240237,1.0
0.45016003,0.51044333,0.88056,0.240237,1.0
0.4263349,2.704546e-06,0.05028590733558446,0.85664,0.0
0.45741966,0.2824325,0.88056,0.85664,0.0
0.4415491,0.36178398,0.08154548865660133,0.240237,1.0
0.42294043,0.072664656,0.88056,0.85664,0.0
0.45829582,0.5597006,0.88056,0.85664,0.0
0.436606,4.5299467e-18,0.88056,0.85664,0.0
